Zip Code,Number of Employees,Number in Org A,Number in Org B,Number in Org C,Number in Org D,Number in Org E,Number in Org F,Number in Org G,Number in Org H,Number in Org I,Number in Org J,Number in Org K,Number in Org L,"Driving Minutes to White House Station, NJ","Driving Minutes to Kenilworth, NJ","Driving Minutes to West Point, PA",Change in Duration for Kenilworth Move,Change in Duration for West Point Move
07102,1,0,1,0,0,0,0,0,0,0,0,0,0,42.7833333333,15.8,95.45,-26.9833333333,52.6666666667
18076,1,0,1,0,0,0,0,0,0,0,0,0,0,70.45,95.3333333333,28.0333333333,24.8833333333,-42.4166666667
07026,1,0,0,0,0,0,1,0,0,0,0,0,0,55.8333333333,27.6333333333,109.7833333333,-28.2,53.95
39503,1,0,0,0,0,0,0,1,0,0,0,0,0,1065.95,1090.8333333333,1048.5,24.8833333333,-17.45
27712,1,0,0,0,0,0,1,0,0,0,0,0,0,445.2833333333,443.5666666667,397,-1.7166666667,-48.2833333333
34105,1,0,0,0,1,0,0,0,0,0,0,0,0,1112.25,1110.5333333333,1063.9666666667,-1.7166666667,-48.2833333333
27021,1,0,0,0,0,0,1,0,0,0,0,0,0,482.9166666667,507.8,465.4666666667,24.8833333333,-17.45
24477,1,0,0,0,0,0,1,0,0,0,0,0,0,309.9666666667,334.85,292.5166666667,24.8833333333,-17.45
07650,1,0,1,0,0,0,0,0,0,0,0,0,0,55.3333333333,29.3166666667,105.5,-26.0166666667,50.1666666667
21050,1,0,1,0,0,0,0,0,0,0,0,0,0,157.15,155.4333333333,109.0666666667,-1.7166666667,-48.0833333333
19046,1,0,0,0,1,0,0,0,0,0,0,0,0,68.1,81.9666666667,27.5,13.8666666667,-40.6
18353,1,0,0,0,0,1,0,0,0,0,0,0,0,60.6666666667,85.55,72.8333333333,24.8833333333,12.1666666667
08318,1,0,0,0,1,0,0,0,0,0,0,0,0,104.7666666667,102.1833333333,73.6,-2.5833333333,-31.1666666667
07008,2,0,0,0,1,1,0,0,0,0,0,0,0,44.1833333333,24.75,86.7333333333,-19.4333333333,42.55
07112,1,0,0,0,0,0,0,1,0,0,0,0,0,38.4,11.4166666667,95,-26.9833333333,56.6
10913,1,0,0,0,0,1,0,0,0,0,0,0,0,73.5833333333,49.1,128.3166666667,-24.4833333333,54.7333333333
12508,1,0,0,0,1,0,0,0,0,0,0,0,0,96.6,84.1333333333,154.2166666667,-12.4666666667,57.6166666667
07011,1,0,0,0,0,1,0,0,0,0,0,0,0,51.3166666667,23.1166666667,107.8666666667,-28.2,56.55
10314,2,0,1,0,0,0,1,0,0,0,0,0,0,45.65,23.8,91.0333333333,-21.85,45.3833333333
98072,1,0,0,0,0,0,1,0,0,0,0,0,0,2458.4333333333,2469.5833333333,2441.8,11.15,-16.6333333333
41042,1,0,0,0,0,0,1,0,0,0,0,0,0,561.75,586.6333333333,535.4833333333,24.8833333333,-26.2666666667
07423,1,0,0,0,0,0,0,0,1,0,0,0,0,62.0166666667,33.8166666667,118.7,-28.2,56.6833333333
11354,1,0,0,0,0,1,0,0,0,0,0,0,0,76.6833333333,50.6666666667,126.8666666667,-26.0166666667,50.1833333333
07032,1,0,1,0,0,0,0,0,0,0,0,0,0,43.95,17.9333333333,93.5,-26.0166666667,49.55
18080,1,0,0,0,0,1,0,0,0,0,0,0,0,69.5,94.3833333333,52.1833333333,24.8833333333,-17.3166666667
18466,1,0,0,1,0,0,0,0,0,0,0,0,0,79.8833333333,91.0166666667,91.6833333333,11.1333333333,11.8
07310,1,0,0,0,0,1,0,0,0,0,0,0,0,50.1,23.8666666667,101.65,-26.2333333333,51.55
18954,1,0,0,0,0,0,1,0,0,0,0,0,0,48.9,73.0833333333,37.1333333333,24.1833333333,-11.7666666667
14701,1,0,0,0,1,0,0,0,0,0,0,0,0,344.0833333333,355.2333333333,327.4666666667,11.15,-16.6166666667
07933,1,0,1,0,0,0,0,0,0,0,0,0,0,30.8,25.6666666667,88.8166666667,-5.1333333333,58.0166666667
08094,1,0,0,0,0,0,1,0,0,0,0,0,0,97.6,93.5166666667,67.85,-4.0833333333,-29.75
19525,1,0,0,0,1,0,0,0,0,0,0,0,0,78.0666666667,102.95,32.0333333333,24.8833333333,-46.0333333333
21801,1,0,1,0,0,0,0,0,0,0,0,0,0,212.1333333333,210.4166666667,163.85,-1.7166666667,-48.2833333333
07603,1,0,0,0,1,0,0,0,0,0,0,0,0,56.7666666667,30.75,106.95,-26.0166666667,50.1833333333
08514,1,0,1,0,0,0,0,0,0,0,0,0,0,68.3,56.9166666667,63.0666666667,-11.3833333333,-5.2333333333
19437,1,0,0,0,1,0,0,0,0,0,0,0,0,62.35,86.2,8.8166666667,23.85,-53.5333333333
07852,1,0,1,0,0,0,0,0,0,0,0,0,0,43.95,41.05,100.1,-2.9,56.15
28590,1,0,0,0,0,0,0,1,0,0,0,0,0,461.1666666667,459.45,412.8833333333,-1.7166666667,-48.2833333333
19127,1,0,0,0,0,0,1,0,0,0,0,0,0,81.6166666667,92.2333333333,29.5333333333,10.6166666667,-52.0833333333
17025,1,0,0,0,0,0,0,0,1,0,0,0,0,124.9333333333,149.8166666667,107.4833333333,24.8833333333,-17.45
07041,1,1,0,0,0,0,0,0,0,0,0,0,0,35.1833333333,14.3166666667,93.2,-20.8666666667,58.0166666667
76504,1,0,0,0,1,0,0,0,0,0,0,0,0,1417.4833333333,1442.3666666667,1400.0333333333,24.8833333333,-17.45
18923,1,0,0,1,0,0,0,0,0,0,0,0,0,50.5,82.5333333333,27.9166666667,32.0333333333,-22.5833333333
19512,1,0,1,0,0,0,0,0,0,0,0,0,0,82,106.8833333333,43.8666666667,24.8833333333,-38.1333333333
07757,1,0,1,0,0,0,0,0,0,0,0,0,0,61.7,43.3666666667,93.8166666667,-18.3333333333,32.1166666667
11215,1,0,0,1,0,0,0,0,0,0,0,0,0,65.6,39.3666666667,111.7666666667,-26.2333333333,46.1666666667
28269,1,0,1,0,0,0,0,0,0,0,0,0,0,526.7666666667,551.65,507.4666666667,24.8833333333,-19.3
30004,1,0,0,0,1,0,0,0,0,0,0,0,0,746.2,771.0833333333,729.5333333333,24.8833333333,-16.6666666667
